Czas [g:m:s.ss];Cisnienie1 [Pa];Wysokosc1 [m];Akcel1 X [g];Akcel1 Y [g];Akcel1 Z [g];Akcel2 X [g];Akcel2 Y [g];Akcel2 Z [g];Zyro1 X [°/s];Zyro1 Y [°/s];Zyro1 Z [°/s];Zyro2 X [°/s];Zyro2 Y [°/s];Zyro2 Z [°/s];Magn1 X [uT];Magn1 Y [uT];Magn1 Z [uT];Magn2 X [uT];Magn2 Y [uT];Magn2 Z [uT];Magn3 X [uT];Magn3 Y [uT];Magn3 Z [uT];SzerokoscGeo [°];DlugoscGeo [°];WysokoscMSL [m];Predk WzgZie [m/s];Kurs [°];Licz.Sat/Fix [-/-];
23:43:11.09;100720.0;53.26;-0.006;0.347;0.933;-0.008;0.366;0.938;-2.441;-1.526;-0.610;-7.019;4.578;4.578;0;0;0;48;16;-216;0;0;0;52.236283;20.934953;124.6;0.70;151.75;4/1;
23:43:12.89;100719.1;53.34;-0.007;0.348;0.934;-0.009;0.365;0.938;-2.441;-1.526;-0.610;-6.714;3.357;4.883;0;0;0;48;17;-219;0;0;0;52.236285;20.934952;124.6;0.67;153.21;4/1;
23:43:12.70;100713.6;53.82;-0.008;0.348;0.933;-0.008;0.365;0.938;-2.441;-1.831;-0.610;-6.104;3.967;4.272;0;0;0;53;16;-220;0;0;0;52.236285;20.934948;124.6;0.65;154.90;4/1;
23:43:12.50;100716.1;53.60;-0.006;0.346;0.934;-0.009;0.365;0.938;-2.136;-1.831;-0.916;-5.493;4.272;4.883;0;0;0;44;13;-216;0;0;0;52.236285;20.934945;124.7;0.64;157.34;4/1;
23:43:12.30;100713.5;53.83;-0.007;0.348;0.933;-0.008;0.366;0.939;-2.441;-1.831;-0.305;-6.714;4.578;4.578;0;0;0;49;20;-218;0;0;0;52.236287;20.934942;124.7;0.61;159.89;4/1;
23:43:12.10;100718.9;53.36;-0.008;0.348;0.933;-0.008;0.365;0.938;-2.136;-1.526;-0.610;-6.409;3.967;4.272;0;0;0;47;16;-222;0;0;0;52.236287;20.934937;124.7;0.59;162.73;4/1;
23:43:13.91;100711.7;53.99;-0.008;0.347;0.934;-0.009;0.365;0.938;-2.441;-1.526;-0.610;-7.629;4.578;4.578;0;0;0;50;15;-215;0;0;0;52.236288;20.934933;124.7;0.58;165.32;4/1;
23:43:13.72;100717.6;53.47;-0.008;0.346;0.934;-0.009;0.365;0.938;-2.136;-1.526;-0.610;-7.324;4.578;4.578;0;0;0;48;17;-215;0;0;0;52.236288;20.934928;124.7;0.57;167.76;4/1;
23:43:13.52;100713.5;53.82;-0.007;0.347;0.933;-0.009;0.365;0.938;-2.136;-1.831;-0.610;-6.714;3.967;4.272;0;0;0;54;17;-215;0;0;0;52.236288;20.934923;124.7;0.55;170.58;4/1;
23:43:13.32;100719.2;53.33;-0.007;0.349;0.933;-0.009;0.365;0.938;-2.136;-2.136;-1.221;-6.409;3.967;4.578;0;0;0;52;19;-215;0;0;0;52.236288;20.934920;124.7;0.54;173.52;4/1;
23:43:13.12;100718.8;53.36;-0.007;0.347;0.934;-0.009;0.365;0.938;-2.441;-1.831;-0.305;-7.019;4.578;4.578;0;0;0;48;19;-215;0;0;0;52.236288;20.934915;124.7;0.53;176.43;4/1;
23:43:14.93;100713.9;53.79;-0.007;0.349;0.934;-0.008;0.365;0.938;-2.441;-2.136;-0.916;-6.104;3.662;4.578;0;0;0;49;18;-216;0;0;0;52.236288;20.934918;124.7;0.52;177.08;4/1;
23:43:14.74;100712.3;53.93;-0.007;0.347;0.933;-0.008;0.365;0.938;-2.136;-1.526;-0.916;-6.714;4.272;4.883;0;0;0;47;17;-219;0;0;0;52.236290;20.934908;124.7;0.52;182.54;4/1;
23:43:14.54;100717.2;53.50;-0.007;0.347;0.934;-0.008;0.365;0.939;-2.441;-1.831;-1.221;-6.714;4.578;4.578;0;0;0;47;18;-214;0;0;0;52.236292;20.934903;124.7;0.51;184.79;4/1;
23:43:14.34;100714.3;53.76;-0.008;0.348;0.933;-0.008;0.365;0.939;-2.441;-1.526;-0.610;-6.409;3.662;4.272;0;0;0;51;19;-215;0;0;0;52.236293;20.934902;124.7;0.50;185.25;4/1;
23:43:14.14;100708.6;54.26;-0.007;0.347;0.934;-0.008;0.365;0.939;-2.441;-2.136;-0.610;-7.019;3.967;4.578;0;0;0;44;21;-218;0;0;0;52.236293;20.934902;124.7;0.49;185.56;4/1;
23:43:15.95;100710.4;54.10;-0.006;0.347;0.933;-0.009;0.365;0.938;-2.441;-1.526;-0.916;-7.019;4.272;4.883;0;0;0;50;20;-217;0;0;0;52.236295;20.934903;124.7;0.48;184.35;4/1;
23:43:15.76;100710.2;54.11;-0.007;0.347;0.933;-0.009;0.365;0.938;-2.441;-1.831;-0.305;-6.714;4.272;3.967;0;0;0;47;18;-217;0;0;0;52.236297;20.934913;124.7;0.47;181.52;5/1;
23:43:15.56;100711.1;54.04;-0.008;0.348;0.933;-0.008;0.365;0.938;-2.136;-1.831;-0.916;-6.104;4.272;4.272;0;0;0;48;18;-218;0;0;0;52.236298;20.934925;124.7;0.46;176.57;5/1;
23:43:15.36;100709.2;54.21;-0.008;0.348;0.933;-0.008;0.365;0.938;-2.441;-1.831;-0.610;-6.409;3.662;4.578;0;0;0;50;19;-215;0;0;0;52.236298;20.934930;124.7;0.45;175.50;5/1;
23:43:15.17;100710.4;54.10;-0.007;0.347;0.932;-0.008;0.365;0.937;-2.747;-1.831;-0.610;-6.104;3.967;4.272;0;0;0;47;14;-219;0;0;0;52.236298;20.934935;124.7;0.44;173.69;5/1;
23:43:16.97;100707.4;54.37;-0.008;0.349;0.934;-0.009;0.366;0.939;-2.441;-1.526;-0.916;-6.714;3.967;4.578;0;0;0;44;13;-215;0;0;0;52.236300;20.934940;124.7;0.43;172.67;5/1;
23:43:16.78;100709.0;54.22;-0.006;0.349;0.933;-0.009;0.365;0.939;-2.747;-1.831;-1.221;-7.019;4.272;4.578;0;0;0;48;13;-217;0;0;0;52.236302;20.934942;124.7;0.40;172.63;5/1;
23:43:16.58;100712.7;53.89;-0.008;0.347;0.932;-0.008;0.364;0.937;-2.441;-1.526;-0.610;-5.798;4.272;4.578;0;0;0;48;21;-217;0;0;0;52.236303;20.934945;124.7;0.39;172.59;5/1;
23:43:16.38;100710.9;54.05;-0.007;0.345;0.932;-0.009;0.364;0.937;-2.136;-1.831;-0.610;-6.104;4.883;4.883;0;0;0;49;16;-216;0;0;0;52.236305;20.934947;124.7;0.37;173.16;5/1;
23:43:16.19;100714.9;53.70;-0.007;0.349;0.932;-0.009;0.365;0.938;-2.441;-2.136;-0.916;-6.104;4.578;4.272;0;0;0;48;19;-215;0;0;0;52.236308;20.934948;124.7;0.36;171.78;5/1;
23:43:17.100;100715.5;53.65;-0.007;0.348;0.934;-0.008;0.365;0.938;-2.441;-1.526;-0.916;-6.104;3.967;4.272;0;0;0;50;17;-221;0;0;0;52.236310;20.934952;124.7;0.37;169.32;5/1;
23:43:17.80;100716.3;53.58;-0.007;0.348;0.933;-0.009;0.365;0.938;-2.441;-1.526;-1.221;-6.104;3.967;4.578;0;0;0;44;17;-218;0;0;0;52.236312;20.934955;124.7;0.37;168.10;5/1;
23:43:17.60;100713.3;53.85;-0.008;0.348;0.933;-0.009;0.366;0.938;-2.136;-1.526;-0.916;-6.104;3.662;4.578;0;0;0;49;17;-218;0;0;0;52.236313;20.934953;124.7;0.37;167.11;5/1;
23:43:17.40;100709.1;54.21;-0.007;0.347;0.933;-0.009;0.365;0.938;-2.136;-2.136;-0.610;-6.714;4.578;4.578;0;0;0;47;14;-219;0;0;0;52.236315;20.934955;124.7;0.37;166.42;5/1;
23:43:17.21;100709.6;54.17;-0.006;0.348;0.935;-0.008;0.365;0.939;-2.747;-1.831;-0.305;-6.714;3.967;4.578;0;0;0;53;16;-219;0;0;0;52.236317;20.934955;124.7;0.37;166.15;5/1;
23:43:17.01;100714.3;53.75;-0.007;0.347;0.934;-0.009;0.366;0.939;-2.441;-1.831;-0.916;-7.019;4.578;4.272;0;0;0;48;17;-218;0;0;0;52.236318;20.934953;124.7;0.35;167.20;5/1;
23:43:18.82;100713.3;53.84;-0.007;0.348;0.934;-0.008;0.365;0.938;-2.747;-2.136;-0.305;-7.324;4.272;4.272;0;0;0;52;19;-218;0;0;0;52.236320;20.934953;124.7;0.35;166.39;5/1;
23:43:18.62;100713.0;53.87;-0.007;0.348;0.934;-0.009;0.365;0.938;-2.747;-1.831;-0.916;-6.714;4.272;4.272;0;0;0;53;15;-218;0;0;0;52.236322;20.934953;124.7;0.34;165.62;5/1;
23:43:18.42;100714.8;53.71;-0.007;0.347;0.933;-0.009;0.365;0.938;-2.747;-1.831;-0.916;-7.324;3.967;4.578;0;0;0;51;16;-223;0;0;0;52.236323;20.934953;124.7;0.33;164.68;5/1;
23:43:18.23;100713.7;53.80;-0.008;0.348;0.933;-0.009;0.365;0.938;-2.136;-1.526;-0.610;-6.409;3.967;5.188;0;0;0;45;15;-214;0;0;0;52.236323;20.934955;124.7;0.33;163.51;5/1;
23:43:18.03;100711.5;54.00;-0.008;0.348;0.933;-0.008;0.365;0.938;-2.136;-2.136;-0.610;-6.409;4.578;4.578;0;0;0;48;16;-213;0;0;0;52.236325;20.934953;124.7;0.31;164.68;5/1;
23:43:19.84;100714.0;53.78;-0.008;0.348;0.932;-0.009;0.365;0.938;-2.136;-1.831;-0.916;-7.019;3.357;4.578;0;0;0;51;14;-216;0;0;0;52.236327;20.934953;124.7;0.29;164.68;5/1;
23:43:19.64;100711.9;53.96;-0.006;0.347;0.934;-0.008;0.366;0.938;-2.747;-2.136;-0.916;-6.714;4.272;4.272;0;0;0;49;17;-214;0;0;0;52.236330;20.934953;124.7;0.27;164.68;5/1;
23:43:19.44;100713.8;53.79;-0.007;0.348;0.934;-0.008;0.365;0.938;-2.441;-1.526;-0.610;-6.104;4.272;4.578;0;0;0;46;16;-217;0;0;0;52.236332;20.934955;124.7;0.26;164.68;5/1;
23:43:19.25;100714.0;53.78;-0.007;0.348;0.935;-0.009;0.365;0.938;-2.747;-1.831;-0.610;-6.409;3.967;4.578;0;0;0;47;18;-218;0;0;0;52.236333;20.934955;124.7;0.24;164.68;5/1;
23:43:19.05;100714.5;53.73;-0.007;0.347;0.934;-0.009;0.365;0.938;-2.136;-1.831;-0.610;-7.324;3.662;4.578;0;0;0;50;17;-217;0;0;0;52.236337;20.934955;124.7;0.23;164.68;5/1;
23:43:20.86;100710.5;54.08;-0.007;0.348;0.933;-0.008;0.365;0.939;-2.441;-1.526;-0.610;-6.409;3.967;4.578;0;0;0;49;17;-213;0;0;0;52.236337;20.934953;124.7;0.22;164.68;5/1;
23:43:20.66;100712.2;53.93;-0.007;0.349;0.933;-0.008;0.365;0.939;-2.747;-1.526;-0.916;-7.019;3.967;4.578;0;0;0;45;16;-220;0;0;0;52.236340;20.934952;124.7;0.21;164.68;5/1;
23:43:20.46;100711.7;53.97;-0.007;0.346;0.933;-0.009;0.365;0.938;-2.136;-1.221;-0.916;-7.324;3.662;4.578;0;0;0;49;20;-217;0;0;0;52.236342;20.934950;124.7;0.21;164.68;5/1;
23:43:20.27;100717.0;53.51;-0.006;0.348;0.934;-0.008;0.366;0.938;-2.441;-1.526;-0.305;-7.019;3.967;4.578;0;0;0;44;14;-219;0;0;0;52.236342;20.934950;124.7;0.21;164.68;5/1;
23:43:20.07;100712.2;53.93;-0.007;0.346;0.934;-0.009;0.365;0.938;-2.747;-1.526;-0.916;-7.324;4.272;4.883;0;0;0;48;18;-215;0;0;0;52.236345;20.934947;124.7;0.20;164.68;5/1;
23:43:21.88;100717.4;53.48;-0.007;0.348;0.934;-0.008;0.366;0.938;-2.136;-2.136;0.000;-6.714;4.883;5.188;0;0;0;45;16;-220;0;0;0;52.236347;20.934943;124.7;0.19;164.68;5/1;
23:43:21.68;100717.4;53.48;-0.006;0.347;0.933;-0.009;0.366;0.938;-2.441;-1.526;-0.610;-6.104;4.578;4.578;0;0;0;50;18;-217;0;0;0;52.236348;20.934943;124.7;0.19;164.68;5/1;
23:43:21.49;100712.8;53.88;-0.007;0.348;0.934;-0.009;0.366;0.938;-2.747;-1.831;-0.916;-7.019;3.357;4.272;0;0;0;47;18;-216;0;0;0;52.236348;20.934943;124.7;0.19;164.68;5/1;
23:43:21.29;100717.5;53.46;-0.008;0.348;0.934;-0.008;0.365;0.939;-2.136;-1.831;0.000;-6.104;3.357;4.272;0;0;0;47;17;-214;0;0;0;52.236350;20.934943;124.7;0.19;164.68;5/1;
23:43:21.09;100710.8;54.05;-0.006;0.347;0.933;-0.009;0.365;0.939;-2.747;-2.136;-0.916;-5.798;3.662;4.883;0;0;0;46;17;-212;0;0;0;52.236350;20.934943;124.7;0.19;164.68;5/1;
23:43:22.90;100717.5;53.46;-0.008;0.349;0.933;-0.009;0.365;0.939;-2.747;-1.831;-0.610;-6.714;3.662;4.883;0;0;0;48;18;-218;0;0;0;52.236352;20.934945;124.7;0.19;164.68;5/1;
23:43:22.70;100711.5;53.99;-0.007;0.348;0.935;-0.008;0.365;0.939;-2.747;-1.831;-0.916;-6.409;4.578;4.578;0;0;0;50;15;-214;0;0;0;52.236352;20.934945;124.7;0.19;164.68;5/1;
23:43:22.50;100716.5;53.56;-0.007;0.348;0.934;-0.008;0.365;0.938;-1.831;-2.136;0.000;-6.409;4.272;4.883;0;0;0;50;12;-219;0;0;0;52.236353;20.934945;124.7;0.18;164.68;5/1;
23:43:22.30;100710.6;54.07;-0.007;0.347;0.935;-0.008;0.365;0.938;-2.747;-1.526;-0.610;-7.629;3.967;4.883;0;0;0;48;18;-216;0;0;0;52.236355;20.934943;124.7;0.18;164.68;5/1;
23:43:22.11;100716.3;53.57;-0.007;0.349;0.937;-0.009;0.366;0.940;-2.747;-1.831;-0.610;-7.324;4.578;4.578;0;0;0;47;16;-213;0;0;0;52.236357;20.934943;124.7;0.17;164.68;5/1;
23:43:23.92;100715.2;53.67;-0.007;0.347;0.933;-0.009;0.365;0.938;-3.052;-1.831;-1.221;-6.714;4.578;4.272;0;0;0;46;16;-214;0;0;0;52.236358;20.934942;124.7;0.17;164.68;5/1;
23:43:23.72;100712.8;53.88;-0.007;0.347;0.933;-0.009;0.365;0.938;-2.441;-1.526;-0.610;-6.714;4.272;4.578;0;0;0;46;13;-219;0;0;0;52.236360;20.934942;124.7;0.17;164.68;5/1;
23:43:23.52;100719.0;53.34;-0.007;0.346;0.932;-0.009;0.365;0.938;-2.441;-1.831;-0.916;-6.409;4.272;4.272;0;0;0;46;17;-216;0;0;0;52.236360;20.934942;124.7;0.17;164.68;5/1;
23:43:23.33;100713.7;53.80;-0.007;0.345;0.932;-0.008;0.364;0.937;-3.052;-1.221;-0.610;-6.714;4.272;4.578;0;0;0;46;15;-220;0;0;0;52.236360;20.934942;124.7;0.19;164.68;5/1;
23:43:23.13;100715.8;53.61;-0.006;0.347;0.932;-0.008;0.365;0.938;-2.136;-1.831;-0.610;-6.104;3.662;4.578;0;0;0;47;19;-217;0;0;0;52.236360;20.934942;124.7;0.21;164.68;5/1;
23:43:24.94;100719.0;53.34;-0.007;0.348;0.937;-0.009;0.366;0.940;-1.831;-1.221;-0.610;-6.104;4.272;4.578;0;0;0;47;21;-216;0;0;0;52.236360;20.934942;124.7;0.23;164.68;5/1;
23:43:24.74;100712.4;53.91;-0.008;0.349;0.935;-0.009;0.366;0.939;-2.441;-1.526;-1.221;-6.104;4.272;4.578;0;0;0;47;16;-218;0;0;0;52.236358;20.934945;124.7;0.24;164.68;5/1;
23:43:24.54;100710.8;54.05;-0.009;0.349;0.934;-0.009;0.365;0.938;-2.747;-2.441;-0.610;-6.409;3.052;4.578;0;0;0;46;17;-222;0;0;0;52.236357;20.934945;124.7;0.25;164.68;5/1;
23:43:24.35;100713.0;53.86;-0.006;0.347;0.933;-0.009;0.365;0.938;-2.441;-1.831;-0.916;-7.019;4.578;4.272;0;0;0;46;17;-219;0;0;0;52.236357;20.934945;124.7;0.27;164.68;5/1;
23:43:24.15;100712.4;53.91;-0.007;0.347;0.934;-0.009;0.365;0.938;-2.441;-1.526;-0.916;-6.714;3.662;4.272;0;0;0;51;16;-218;0;0;0;52.236357;20.934945;124.7;0.28;164.68;5/1;
23:43:25.96;100721.5;53.12;-0.007;0.350;0.937;-0.008;0.368;0.944;0.000;-2.747;-0.305;-5.798;3.967;5.493;0;0;0;48;18;-215;0;0;0;52.236357;20.934943;124.7;0.30;176.67;5/1;
23:43:25.76;100715.1;53.67;-0.007;0.348;0.936;-0.008;0.366;0.940;-1.831;-1.526;-0.916;-7.019;4.883;4.883;0;0;0;53;20;-213;0;0;0;52.236358;20.934942;124.7;0.31;178.24;5/1;
23:43:25.56;100721.1;53.15;-0.006;0.347;0.935;-0.009;0.366;0.939;-2.747;-1.831;-0.916;-6.714;3.967;4.578;0;0;0;49;19;-217;0;0;0;52.236360;20.934942;124.7;0.31;178.60;5/1;
23:43:25.37;100712.2;53.93;-0.008;0.348;0.933;-0.009;0.365;0.939;-2.747;-1.526;-0.916;-7.019;3.662;4.578;0;0;0;47;20;-217;0;0;0;52.236360;20.934942;124.7;0.32;179.35;5/1;
23:43:25.17;100712.2;53.93;-0.008;0.348;0.933;-0.009;0.364;0.938;-2.136;-1.526;-0.610;-6.104;4.578;4.883;0;0;0;46;17;-216;0;0;0;52.236360;20.934942;124.7;0.32;180.22;5/1;
23:43:26.98;100711.7;53.97;-0.007;0.346;0.934;-0.009;0.364;0.938;-3.052;-0.916;-0.610;-6.409;4.272;4.272;0;0;0;45;16;-216;0;0;0;52.236360;20.934942;124.7;0.33;182.42;5/1;
23:43:26.78;100710.2;54.11;-0.008;0.347;0.933;-0.009;0.365;0.938;-1.831;-1.831;-0.305;-6.409;4.272;4.578;0;0;0;49;19;-216;0;0;0;52.236360;20.934940;124.7;0.33;183.05;5/1;
23:43:26.58;100714.2;53.75;-0.007;0.347;0.934;-0.009;0.365;0.939;-2.747;-1.831;-0.916;-6.409;3.052;4.578;0;0;0;49;18;-215;0;0;0;52.236360;20.934940;124.7;0.34;183.67;5/1;
23:43:26.39;100710.9;54.04;-0.007;0.348;0.933;-0.009;0.365;0.938;-2.441;-1.526;-0.610;-5.798;3.662;4.578;0;0;0;43;19;-218;0;0;0;52.236358;20.934938;124.7;0.34;182.95;5/1;
23:43:26.19;100713.4;53.82;-0.007;0.346;0.932;-0.009;0.365;0.938;-2.136;-1.831;-0.916;-6.104;3.967;4.578;0;0;0;47;20;-215;0;0;0;52.236358;20.934938;124.7;0.35;181.96;5/1;
23:43:26.00;100711.3;54.01;-0.008;0.347;0.933;-0.009;0.365;0.938;-2.441;-1.831;-0.305;-6.714;3.662;4.578;0;0;0;44;16;-213;0;0;0;52.236358;20.934937;124.7;0.37;182.35;5/1;
23:43:27.80;100709.2;54.19;-0.007;0.347;0.932;-0.009;0.365;0.938;-2.747;-1.526;-0.305;-6.409;3.967;4.883;0;0;0;48;15;-216;0;0;0;52.236358;20.934935;124.7;0.38;182.80;5/1;
23:43:27.60;100713.2;53.84;-0.007;0.348;0.932;-0.009;0.366;0.938;-2.136;-2.136;-0.305;-6.714;3.662;4.578;0;0;0;46;18;-218;0;0;0;52.236358;20.934933;124.7;0.39;183.75;5/1;
23:43:27.41;100710.3;54.10;-0.007;0.349;0.931;-0.009;0.365;0.939;-2.441;-1.831;-0.610;-6.714;4.883;4.578;0;0;0;48;16;-215;0;0;0;52.236358;20.934932;124.7;0.39;186.10;5/1;
23:43:27.21;100707.2;54.36;-0.007;0.347;0.932;-0.009;0.365;0.938;-2.747;-1.526;-0.610;-6.104;3.967;4.883;0;0;0;47;16;-215;0;0;0;52.236360;20.934930;124.7;0.39;186.69;5/1;
23:43:27.01;100712.7;53.88;-0.007;0.348;0.933;-0.008;0.365;0.938;-2.136;-1.526;-0.610;-6.409;3.967;4.578;0;0;0;50;17;-219;0;0;0;52.236358;20.934930;124.7;0.39;186.40;5/1;
23:43:28.82;100714.8;53.70;-0.008;0.347;0.934;-0.009;0.365;0.938;-2.747;-1.526;-0.916;-5.798;3.662;4.578;0;0;0;47;21;-220;0;0;0;52.236358;20.934928;124.7;0.39;186.33;5/1;
23:43:28.62;100712.2;53.92;-0.007;0.347;0.933;-0.008;0.365;0.938;-1.831;-1.526;-0.916;-6.714;3.967;4.578;0;0;0;44;17;-217;0;0;0;52.236358;20.934927;124.7;0.40;186.97;5/1;
23:43:28.43;100715.0;53.68;-0.007;0.347;0.934;-0.008;0.365;0.938;-2.747;-1.526;-1.221;-7.324;3.357;4.578;0;0;0;50;15;-214;0;0;0;52.236357;20.934927;124.7;0.40;187.91;5/1;
23:43:28.23;100712.9;53.86;-0.007;0.349;0.934;-0.009;0.365;0.938;-2.747;-1.831;-0.610;-6.714;3.662;4.272;0;0;0;49;20;-220;0;0;0;52.236355;20.934925;124.7;0.40;188.79;5/1;
23:43:28.03;100716.6;53.54;-0.008;0.348;0.933;-0.009;0.365;0.939;-2.136;-1.526;-0.610;-7.019;4.578;4.578;0;0;0;50;13;-213;0;0;0;52.236355;20.934925;124.7;0.40;189.83;5/1;
23:43:29.84;100707.7;54.32;-0.007;0.347;0.933;-0.008;0.365;0.938;-1.831;-1.526;-0.916;-6.104;3.967;4.883;0;0;0;47;16;-217;0;0;0;52.236355;20.934923;124.7;0.41;191.16;5/1;
23:43:29.65;100714.2;53.75;-0.007;0.347;0.933;-0.009;0.365;0.937;-2.441;-1.831;-0.916;-7.019;4.272;4.883;0;0;0;50;15;-217;0;0;0;52.236353;20.934922;124.7;0.41;192.70;5/1;
23:43:29.45;100714.2;53.75;-0.007;0.348;0.933;-0.009;0.365;0.938;-2.136;-1.526;-0.610;-7.324;3.967;4.272;0;0;0;47;19;-221;0;0;0;52.236353;20.934922;124.7;0.42;193.67;5/1;
23:43:29.25;100717.4;53.46;-0.008;0.348;0.933;-0.008;0.365;0.938;-2.441;-1.831;-0.610;-5.493;4.578;4.578;0;0;0;47;16;-217;0;0;0;52.236353;20.934920;124.7;0.42;194.46;5/1;
23:43:29.05;100714.3;53.74;-0.007;0.346;0.932;-0.009;0.365;0.937;-2.441;-1.831;-0.305;-6.409;3.662;4.578;0;0;0;49;19;-216;0;0;0;52.236352;20.934918;124.7;0.43;195.45;5/1;
23:43:30.86;100711.4;53.99;-0.007;0.348;0.934;-0.008;0.366;0.938;-2.136;-2.136;-0.610;-6.714;4.578;4.578;0;0;0;48;18;-221;0;0;0;52.236352;20.934917;124.7;0.43;196.52;5/1;
23:43:30.67;100715.5;53.63;-0.008;0.349;0.934;-0.008;0.365;0.939;-2.747;-1.526;-1.221;-6.714;4.272;4.578;0;0;0;48;15;-218;0;0;0;52.236352;20.934917;124.7;0.44;197.37;5/1;
23:43:30.47;100707.6;54.33;-0.007;0.347;0.933;-0.009;0.365;0.938;-2.441;-1.831;-0.916;-5.798;4.578;4.578;0;0;0;48;17;-215;0;0;0;52.236352;20.934915;124.7;0.44;198.81;5/1;
23:43:30.27;100709.0;54.20;-0.007;0.348;0.934;-0.008;0.365;0.938;-2.136;-1.831;-0.610;-5.493;3.052;4.883;0;0;0;49;17;-216;0;0;0;52.236352;20.934913;124.7;0.45;200.11;5/1;
23:43:30.07;100715.4;53.63;-0.006;0.348;0.933;-0.009;0.365;0.938;-2.441;-1.221;-0.610;-5.493;3.967;4.578;0;0;0;48;20;-217;0;0;0;52.236352;20.934910;124.7;0.45;201.87;5/1;
23:43:31.88;100712.6;53.89;-0.007;0.348;0.932;-0.009;0.365;0.938;-2.441;-1.831;0.000;-6.409;3.357;4.883;0;0;0;45;23;-221;0;0;0;52.236352;20.934910;124.7;0.45;202.89;5/1;
23:43:31.69;100713.1;53.84;-0.007;0.347;0.934;-0.009;0.366;0.938;-2.136;-1.526;-0.610;-7.019;4.578;4.883;0;0;0;50;16;-214;0;0;0;52.236350;20.934908;124.7;0.46;203.37;5/1;
23:43:31.49;100718.6;53.35;-0.007;0.348;0.933;-0.008;0.365;0.938;-2.136;-1.221;-0.916;-7.324;3.967;4.578;0;0;0;51;16;-219;0;0;0;52.236350;20.934907;124.7;0.46;203.99;5/1;
23:43:31.29;100711.2;54.00;-0.007;0.349;0.934;-0.009;0.365;0.938;-2.136;-1.831;-0.305;-6.714;4.578;4.578;0;0;0;47;18;-216;0;0;0;52.236350;20.934905;124.7;0.46;204.35;5/1;
23:43:31.09;100711.4;53.99;-0.007;0.349;0.934;-0.009;0.366;0.938;-2.747;-1.831;-0.916;-6.104;4.578;4.578;0;0;0;47;13;-217;0;0;0;52.236350;20.934905;124.7;0.46;204.69;5/1;
23:43:32.90;100715.1;53.66;-0.007;0.348;0.932;-0.008;0.365;0.938;-1.831;-1.526;-0.916;-5.798;3.967;5.188;0;0;0;45;16;-217;0;0;0;52.236350;20.934902;124.7;0.47;205.77;5/1;
23:43:32.70;100714.3;53.73;-0.008;0.348;0.933;-0.009;0.365;0.938;-2.136;-2.136;-0.610;-7.019;4.272;4.578;0;0;0;50;16;-216;0;0;0;52.236348;20.934900;124.7;0.47;206.72;5/1;
23:43:32.51;100714.8;53.69;-0.006;0.347;0.932;-0.009;0.365;0.938;-2.136;-1.221;-0.305;-6.714;4.272;4.578;0;0;0;47;16;-219;0;0;0;52.236348;20.934898;124.7;0.48;207.58;5/1;
23:43:32.31;100712.3;53.91;-0.006;0.347;0.933;-0.008;0.365;0.938;-2.441;-1.526;-0.610;-6.409;4.578;4.578;0;0;0;42;18;-217;0;0;0;52.236348;20.934897;124.7;0.49;208.95;5/1;
23:43:32.12;100714.8;53.69;-0.007;0.347;0.933;-0.009;0.365;0.938;-2.441;-1.831;-0.305;-6.409;3.662;3.967;0;0;0;50;22;-218;0;0;0;52.236348;20.934895;124.7;0.49;210.47;5/1;
23:43:33.92;100713.4;53.81;-0.008;0.348;0.933;-0.008;0.365;0.938;-2.441;-1.831;-0.916;-6.409;4.578;4.883;0;0;0;50;18;-216;0;0;0;52.236348;20.934893;124.7;0.50;211.39;5/1;
23:43:33.72;100716.2;53.56;-0.007;0.348;0.933;-0.008;0.365;0.938;-2.441;-1.831;-0.610;-6.104;4.272;4.578;0;0;0;43;19;-218;0;0;0;52.236348;20.934890;124.7;0.50;212.35;5/1;
23:43:33.53;100716.8;53.51;-0.006;0.347;0.934;-0.009;0.365;0.938;-2.136;-1.526;-0.610;-7.019;4.272;4.578;0;0;0;50;13;-216;0;0;0;52.236348;20.934887;124.7;0.50;213.27;5/1;
23:43:33.33;100716.0;53.58;-0.007;0.347;0.932;-0.009;0.365;0.938;-2.136;-1.831;-0.916;-6.409;3.967;4.272;0;0;0;46;15;-217;0;0;0;52.236348;20.934885;124.7;0.50;214.08;5/1;
23:43:33.14;100712.5;53.89;-0.007;0.347;0.932;-0.009;0.365;0.938;-2.747;-1.831;-1.221;-6.409;3.967;4.883;0;0;0;48;17;-215;0;0;0;52.236348;20.934883;124.7;0.50;214.80;5/1;
23:43:34.94;100707.9;54.29;-0.007;0.348;0.935;-0.009;0.365;0.939;-2.441;-1.526;-0.916;-6.409;3.662;4.578;0;0;0;44;17;-218;0;0;0;52.236348;20.934882;124.7;0.50;214.99;5/1;
23:43:34.74;100713.4;53.81;-0.007;0.348;0.934;-0.008;0.365;0.938;-2.136;-1.221;-0.305;-6.714;4.272;4.578;0;0;0;45;17;-218;0;0;0;52.236348;20.934880;124.7;0.49;215.48;5/1;
23:43:34.55;100716.0;53.58;-0.007;0.346;0.933;-0.009;0.365;0.938;-3.357;-1.526;-0.916;-6.714;4.272;4.578;0;0;0;43;15;-219;0;0;0;52.236347;20.934878;124.7;0.49;215.77;5/1;
