Czas [g:m:s.ss];Cisnienie1 [Pa];Wysokosc1 [m];Akcel1 X [g];Akcel1 Y [g];Akcel1 Z [g];Akcel2 X [g];Akcel2 Y [g];Akcel2 Z [g];Zyro1 X [°/s];Zyro1 Y [°/s];Zyro1 Z [°/s];Zyro2 X [°/s];Zyro2 Y [°/s];Zyro2 Z [°/s];Magn1 X [gaus];Magn1 Y [gaus];Magn1 Z [gaus];Magn2 X [gaus];Magn2 Y [gaus];Magn2 Z [gaus];Magn3 X [gaus];Magn3 Y [gaus];Magn3 Z [gaus];SzerokoscGeo [°];DlugoscGeo [°];WysokoscMSL [m];PredkWzglZiemi; [mKurs [°];Liczba Sat/Fix [-/-];
23:14:08.34;100691.0;55.75;-0.004;0.355;0.929;-0.007;0.374;0.935;-2.747;-1.526;0.000;-6.714;3.662;4.883;0;0;0;51;17;-217;0;0;0;52.236513;20.934903;121.2;0.20;225.71;6/1;
23:14:08.14;100686.4;56.15;-0.004;0.356;0.931;-0.006;0.374;0.935;-2.136;-1.526;-0.610;-6.104;4.578;4.883;0;0;0;54;17;-220;0;0;0;52.236515;20.934905;121.2;0.20;225.71;6/1;
23:14:09.94;100691.1;55.74;-0.005;0.355;0.930;-0.006;0.374;0.935;-2.441;-1.221;-0.305;-6.409;3.967;4.578;0;0;0;46;15;-216;0;0;0;52.236515;20.934905;121.2;0.19;225.71;6/1;
23:14:09.75;100695.8;55.33;-0.005;0.357;0.931;-0.006;0.374;0.936;-2.441;-1.831;-0.916;-6.714;4.578;4.578;0;0;0;51;16;-219;0;0;0;52.236517;20.934907;121.2;0.19;225.71;6/1;
23:14:09.55;100688.7;55.95;-0.005;0.357;0.930;-0.006;0.374;0.935;-2.441;-1.526;-1.221;-6.409;3.662;4.272;0;0;0;47;17;-217;0;0;0;52.236517;20.934907;121.2;0.18;225.71;6/1;
23:14:09.36;100686.2;56.17;-0.005;0.356;0.931;-0.006;0.374;0.935;-2.441;-1.526;-0.916;-6.409;3.662;4.578;0;0;0;52;19;-215;0;0;0;52.236517;20.934907;121.2;0.18;225.71;6/1;
23:14:09.16;100690.2;55.82;-0.005;0.357;0.930;-0.006;0.374;0.936;-2.136;-2.136;-0.916;-7.019;3.967;4.883;0;0;0;50;17;-214;0;0;0;52.236517;20.934907;121.2;0.17;225.71;6/1;
23:14:10.97;100685.6;56.22;-0.005;0.355;0.931;-0.006;0.374;0.934;-2.747;-1.221;-0.610;-6.714;4.272;4.883;0;0;0;48;14;-219;0;0;0;52.236518;20.934907;121.2;0.17;225.71;6/1;
23:14:10.77;100683.6;56.40;-0.004;0.356;0.929;-0.007;0.374;0.936;-2.747;-1.526;-1.221;-7.019;4.272;4.578;0;0;0;53;15;-218;0;0;0;52.236518;20.934908;121.2;0.17;225.71;6/1;
23:14:10.57;100685.2;56.25;-0.006;0.357;0.929;-0.007;0.374;0.935;-2.136;-1.831;-0.610;-6.714;3.967;4.578;0;0;0;45;12;-220;0;0;0;52.236518;20.934908;121.2;0.16;225.71;6/1;
23:14:10.38;100687.6;56.05;-0.005;0.356;0.930;-0.006;0.374;0.935;-2.441;-1.526;-0.610;-6.409;3.662;4.578;0;0;0;49;17;-212;0;0;0;52.236517;20.934908;121.2;0.16;225.71;6/1;
23:14:10.18;100693.0;55.57;-0.005;0.356;0.931;-0.006;0.374;0.935;-2.441;-1.526;-0.916;-7.019;4.883;4.578;0;0;0;49;17;-214;0;0;0;52.236517;20.934908;121.2;0.16;225.71;6/1;
23:14:11.99;100689.3;55.90;-0.005;0.356;0.930;-0.007;0.374;0.934;-2.441;-1.526;-0.916;-6.409;4.578;4.578;0;0;0;51;15;-217;0;0;0;52.236517;20.934910;121.2;0.15;225.71;6/1;
23:14:11.79;100686.5;56.14;-0.005;0.356;0.930;-0.006;0.374;0.935;-2.441;-1.221;-0.610;-6.104;3.662;4.272;0;0;0;50;15;-217;0;0;0;52.236517;20.934910;121.2;0.15;225.71;6/1;
23:14:11.59;100686.0;56.19;-0.005;0.355;0.931;-0.006;0.374;0.935;-2.747;-1.526;-0.610;-7.019;4.272;4.578;0;0;0;48;19;-218;0;0;0;52.236517;20.934910;121.2;0.14;225.71;6/1;
23:14:11.40;100683.6;56.40;-0.006;0.358;0.931;-0.007;0.374;0.935;-2.747;-1.526;-0.916;-7.324;3.662;4.578;0;0;0;55;16;-217;0;0;0;52.236517;20.934910;121.2;0.14;225.71;6/1;
23:14:11.20;100682.6;56.49;-0.005;0.355;0.930;-0.007;0.373;0.936;-2.136;-1.221;-0.916;-6.714;4.578;4.578;0;0;0;48;14;-218;0;0;0;52.236517;20.934908;121.2;0.13;225.71;6/1;
23:14:11.00;100686.7;56.13;-0.005;0.357;0.931;-0.007;0.374;0.936;-1.526;-1.831;-0.305;-6.714;3.967;4.578;0;0;0;46;15;-215;0;0;0;52.236517;20.934908;121.2;0.12;225.71;6/1;
23:14:12.81;100686.5;56.14;-0.004;0.355;0.930;-0.006;0.374;0.936;-2.136;-1.831;-0.610;-6.409;4.272;4.578;0;0;0;52;16;-214;0;0;0;52.236517;20.934908;121.2;0.11;225.71;6/1;
23:14:12.61;100684.9;56.28;-0.005;0.357;0.930;-0.007;0.374;0.935;-2.136;-1.526;-0.305;-6.714;4.578;4.883;0;0;0;48;19;-218;0;0;0;52.236517;20.934908;121.2;0.10;225.71;6/1;
23:14:12.41;100681.9;56.54;-0.006;0.357;0.930;-0.006;0.374;0.935;-2.136;-1.831;-0.305;-6.409;3.662;4.272;0;0;0;49;21;-220;0;0;0;52.236515;20.934908;121.2;0.10;225.71;6/1;
23:14:12.22;100691.1;55.73;-0.004;0.355;0.931;-0.006;0.374;0.935;-2.747;-1.221;-0.610;-6.409;3.052;4.883;0;0;0;47;15;-214;0;0;0;52.236515;20.934908;121.2;0.08;225.71;6/1;
23:14:12.02;100682.8;56.46;-0.006;0.356;0.930;-0.006;0.374;0.936;-2.136;-1.526;-0.610;-6.409;3.357;4.578;0;0;0;48;16;-217;0;0;0;52.236515;20.934908;121.2;0.07;225.71;6/1;
23:14:13.83;100689.0;55.92;-0.005;0.356;0.931;-0.007;0.374;0.936;-1.831;-1.831;-0.610;-6.714;4.272;4.578;0;0;0;50;18;-218;0;0;0;52.236515;20.934908;121.2;0.06;225.71;6/1;
23:14:13.63;100690.1;55.83;-0.006;0.356;0.930;-0.007;0.373;0.936;-2.441;-1.831;-0.610;-5.798;3.662;4.272;0;0;0;49;18;-213;0;0;0;52.236515;20.934908;121.2;0.05;225.71;6/1;
23:14:13.43;100689.4;55.89;-0.006;0.357;0.931;-0.007;0.374;0.935;-2.441;-1.221;-0.610;-7.019;3.967;5.188;0;0;0;50;14;-214;0;0;0;52.236515;20.934908;121.2;0.04;225.71;6/1;
23:14:13.24;100685.9;56.20;-0.004;0.357;0.929;-0.007;0.374;0.935;-2.136;-1.831;-0.305;-6.714;3.662;4.272;0;0;0;53;14;-212;0;0;0;52.236515;20.934908;121.2;0.03;225.71;6/1;
23:14:13.04;100684.6;56.31;-0.005;0.355;0.930;-0.007;0.374;0.935;-2.441;-1.831;-0.305;-6.714;3.662;4.578;0;0;0;46;16;-216;0;0;0;52.236515;20.934908;121.2;0.04;225.71;6/1;
23:14:14.85;100688.2;55.99;-0.005;0.357;0.928;-0.006;0.374;0.936;-2.136;-1.831;-0.305;-6.714;4.578;4.578;0;0;0;56;15;-216;0;0;0;52.236515;20.934908;121.2;0.05;225.71;6/1;
23:14:14.65;100686.9;56.10;-0.005;0.355;0.930;-0.006;0.374;0.935;-1.831;-1.526;-0.305;-6.104;4.272;4.578;0;0;0;49;15;-217;0;0;0;52.236515;20.934908;121.2;0.06;225.71;6/1;
23:14:14.45;100686.9;56.10;-0.005;0.355;0.932;-0.006;0.374;0.935;-2.136;-1.831;-0.305;-7.019;3.662;4.272;0;0;0;50;18;-214;0;0;0;52.236515;20.934908;121.2;0.08;225.71;6/1;
23:14:14.26;100688.7;55.94;-0.005;0.357;0.930;-0.007;0.374;0.935;-2.136;-1.526;-0.610;-6.714;4.272;4.272;0;0;0;55;16;-206;0;0;0;52.236515;20.934908;121.2;0.10;225.71;6/1;
23:14:14.06;100683.8;56.37;-0.005;0.357;0.929;-0.006;0.373;0.935;-2.441;-1.831;-0.610;-5.798;3.967;4.578;0;0;0;51;18;-221;0;0;0;52.236515;20.934910;121.2;0.13;225.71;6/1;
23:14:15.87;100684.6;56.31;-0.005;0.356;0.930;-0.006;0.374;0.935;-3.052;-1.526;0.000;-6.409;4.272;4.272;0;0;0;48;11;-220;0;0;0;52.236515;20.934910;121.2;0.15;225.71;6/1;
23:14:15.67;100685.2;56.25;-0.005;0.355;0.930;-0.007;0.374;0.935;-2.441;-1.526;-0.916;-5.798;4.272;4.883;0;0;0;48;18;-217;0;0;0;52.236515;20.934910;121.2;0.19;225.71;6/1;
23:14:15.47;100687.2;56.08;-0.004;0.356;0.930;-0.006;0.374;0.935;-2.441;-1.221;-0.916;-6.409;3.357;4.883;0;0;0;48;12;-216;0;0;0;52.236517;20.934912;121.2;0.20;225.71;6/1;
23:14:15.28;100685.0;56.26;-0.005;0.357;0.929;-0.006;0.374;0.935;-2.136;-1.526;-0.610;-6.714;3.662;4.883;0;0;0;49;19;-213;0;0;0;52.236517;20.934912;121.2;0.21;225.71;6/1;
23:14:15.08;100684.0;56.36;-0.005;0.356;0.931;-0.006;0.373;0.935;-2.441;-1.221;-0.610;-7.019;3.967;4.578;0;0;0;52;13;-217;0;0;0;52.236517;20.934912;121.2;0.23;225.71;6/1;
23:14:16.89;100687.2;56.08;-0.006;0.356;0.930;-0.006;0.374;0.935;-2.136;-1.526;-0.305;-6.714;4.272;4.272;0;0;0;53;17;-218;0;0;0;52.236517;20.934913;121.2;0.24;225.71;6/1;
23:14:16.69;100685.6;56.22;-0.006;0.356;0.930;-0.006;0.374;0.935;-2.441;-1.221;-0.610;-6.409;4.883;4.272;0;0;0;49;12;-214;0;0;0;52.236517;20.934913;121.2;0.24;225.71;6/1;
23:14:16.49;100684.7;56.30;-0.004;0.355;0.931;-0.006;0.374;0.935;-2.136;-1.221;-0.610;-6.409;3.967;4.578;0;0;0;51;17;-216;0;0;0;52.236517;20.934915;121.2;0.26;225.71;6/1;
23:14:16.30;100687.0;56.09;-0.005;0.356;0.930;-0.006;0.374;0.935;-2.136;-1.221;-0.305;-6.104;3.967;4.272;0;0;0;49;17;-215;0;0;0;52.236517;20.934915;121.2;0.28;225.71;6/1;
23:14:16.10;100688.8;55.93;-0.005;0.357;0.930;-0.007;0.374;0.935;-2.136;-1.526;-0.610;-7.019;4.578;4.578;0;0;0;50;16;-219;0;0;0;52.236517;20.934917;121.2;0.30;66.78;6/1;
23:14:17.91;100689.8;55.85;-0.005;0.357;0.930;-0.006;0.373;0.936;-2.136;-1.831;-0.916;-6.714;3.662;4.578;0;0;0;52;17;-216;0;0;0;52.236520;20.934923;121.2;0.32;67.86;6/1;
23:14:17.71;100690.8;55.76;-0.005;0.355;0.931;-0.007;0.374;0.935;-2.136;-1.221;-0.305;-6.409;4.578;4.272;0;0;0;52;16;-219;0;0;0;52.236522;20.934930;121.2;0.34;68.28;6/1;
23:14:17.52;100684.4;56.32;-0.005;0.357;0.929;-0.007;0.374;0.935;-1.831;-1.526;-0.305;-6.409;3.662;4.883;0;0;0;53;18;-215;0;0;0;52.236523;20.934935;121.2;0.35;68.63;6/1;
23:14:17.32;100690.0;55.82;-0.005;0.357;0.930;-0.006;0.374;0.935;-2.136;-1.831;-0.305;-6.714;4.272;4.883;0;0;0;50;16;-214;0;0;0;52.236525;20.934942;121.2;0.38;68.57;6/1;
23:14:17.12;100685.8;56.19;-0.004;0.356;0.931;-0.007;0.374;0.935;-2.747;-1.526;0.000;-6.714;3.662;4.578;0;0;0;49;16;-215;0;0;0;52.236525;20.934947;121.2;0.39;68.88;6/1;
23:14:18.93;100684.4;56.32;-0.005;0.356;0.930;-0.006;0.374;0.935;-2.441;-1.831;-0.610;-6.714;3.967;4.883;0;0;0;53;16;-219;0;0;0;52.236527;20.934952;121.2;0.41;69.23;6/1;
23:14:18.73;100687.4;56.05;-0.004;0.356;0.931;-0.006;0.374;0.935;-2.136;-1.526;-0.610;-6.714;3.967;4.578;0;0;0;50;21;-219;0;0;0;52.236528;20.934958;121.2;0.43;69.68;6/1;
23:14:18.54;100690.4;55.79;-0.005;0.356;0.932;-0.006;0.374;0.935;-2.747;-1.831;-1.221;-6.409;4.578;4.578;0;0;0;50;16;-216;0;0;0;52.236530;20.934963;121.2;0.45;70.48;6/1;
23:14:18.34;100685.3;56.24;-0.005;0.356;0.931;-0.007;0.374;0.935;-2.747;-1.526;-0.610;-6.714;3.357;4.272;0;0;0;56;20;-218;0;0;0;52.236532;20.934970;121.2;0.46;70.75;6/1;
23:14:18.14;100694.0;55.48;-0.005;0.356;0.930;-0.006;0.374;0.935;-2.441;-1.831;-0.610;-6.409;3.357;4.883;0;0;0;49;20;-217;0;0;0;52.236535;20.934977;121.2;0.48;70.63;6/1;
23:14:19.95;100688.3;55.97;-0.004;0.356;0.930;-0.006;0.374;0.936;-1.831;-2.136;-0.610;-7.019;3.967;4.883;0;0;0;52;20;-216;0;0;0;52.236538;20.934987;121.2;0.50;70.69;6/1;
23:14:19.75;100686.7;56.11;-0.006;0.356;0.929;-0.006;0.373;0.935;-2.136;-1.526;-0.610;-6.714;4.578;4.578;0;0;0;52;19;-220;0;0;0;52.236540;20.934995;121.2;0.52;70.74;6/1;
23:14:19.56;100684.6;56.30;-0.005;0.355;0.931;-0.006;0.374;0.935;-2.441;-1.221;-0.916;-6.104;4.578;5.188;0;0;0;50;20;-217;0;0;0;52.236543;20.935002;121.2;0.55;70.67;6/1;
23:14:19.36;100684.7;56.29;-0.006;0.358;0.930;-0.006;0.374;0.935;-2.747;-1.831;-0.305;-6.714;3.662;4.578;0;0;0;49;15;-215;0;0;0;52.236545;20.935008;121.2;0.57;70.74;6/1;
23:14:19.16;100687.4;56.05;-0.004;0.356;0.930;-0.006;0.373;0.934;-2.747;-1.526;-1.221;-7.019;3.967;4.272;0;0;0;50;12;-213;0;0;0;52.236545;20.935010;121.2;0.59;71.02;6/1;
23:14:20.97;100687.6;56.03;-0.005;0.356;0.930;-0.007;0.374;0.936;-2.441;-1.831;-0.610;-6.409;4.578;4.578;0;0;0;50;15;-216;0;0;0;52.236545;20.935013;121.2;0.60;71.62;6/1;
23:14:20.77;100692.1;55.64;-0.006;0.357;0.930;-0.006;0.374;0.935;-2.441;-0.916;-0.916;-7.019;4.272;4.883;0;0;0;47;18;-214;0;0;0;52.236547;20.935015;121.2;0.61;72.07;6/1;
23:14:20.58;100691.0;55.73;-0.004;0.357;0.928;-0.006;0.374;0.935;-2.747;-1.831;-0.610;-6.409;4.578;4.883;0;0;0;50;15;-216;0;0;0;52.236547;20.935018;121.2;0.61;72.43;5/1;
23:14:20.38;100686.1;56.17;-0.004;0.355;0.930;-0.007;0.374;0.935;-2.747;-1.831;-0.610;-6.409;3.967;4.883;0;0;0;51;14;-217;0;0;0;52.236548;20.935020;121.2;0.62;72.91;5/1;
23:14:20.18;100685.5;56.21;-0.005;0.358;0.928;-0.007;0.374;0.935;-2.747;-2.136;-0.305;-5.493;3.357;4.578;0;0;0;51;12;-216;0;0;0;52.236548;20.935022;121.2;0.62;73.33;5/1;
23:14:21.99;100688.2;55.98;-0.005;0.355;0.930;-0.006;0.374;0.935;-2.747;-1.221;-0.610;-7.019;3.967;4.272;0;0;0;50;18;-213;0;0;0;52.236548;20.935025;121.2;0.62;74.19;5/1;
23:14:21.79;100689.5;55.87;-0.005;0.355;0.929;-0.007;0.374;0.935;-2.136;-1.526;-0.305;-7.019;3.967;4.272;0;0;0;52;20;-215;0;0;0;52.236548;20.935028;121.2;0.62;75.58;5/1;
23:14:21.60;100684.9;56.27;-0.005;0.355;0.931;-0.006;0.374;0.935;-2.136;-1.221;-0.610;-7.324;4.578;4.578;0;0;0;46;17;-221;0;0;0;52.236548;20.935030;121.2;0.63;76.54;5/1;
23:14:21.40;100692.1;55.64;-0.005;0.356;0.929;-0.007;0.374;0.935;-2.747;-1.831;-0.916;-6.714;4.272;4.272;0;0;0;51;16;-213;0;0;0;52.236548;20.935035;121.2;0.63;78.75;5/1;
23:14:21.20;100685.4;56.23;-0.006;0.356;0.931;-0.006;0.374;0.935;-2.747;-1.526;-0.916;-6.714;3.662;4.578;0;0;0;47;17;-215;0;0;0;52.236548;20.935035;121.2;0.63;78.75;5/1;
23:14:21.00;100686.8;56.10;-0.005;0.355;0.931;-0.007;0.374;0.935;-2.136;-1.526;-0.305;-6.104;3.662;4.578;0;0;0;51;15;-214;0;0;0;52.236547;20.935038;121.2;0.64;80.71;5/1;
23:14:22.81;100690.4;55.79;-0.005;0.356;0.930;-0.006;0.374;0.935;-2.747;-1.831;-0.610;-6.409;4.272;4.272;0;0;0;55;16;-215;0;0;0;52.236547;20.935038;121.2;0.64;80.71;5/1;
23:14:22.61;100685.3;56.24;-0.006;0.356;0.929;-0.007;0.373;0.935;-2.136;-1.831;-0.610;-6.714;3.967;4.578;0;0;0;51;17;-216;0;0;0;52.236547;20.935040;121.2;0.64;81.47;5/1;
23:14:22.42;100694.2;55.45;-0.005;0.355;0.930;-0.007;0.374;0.936;-2.441;-1.526;-0.610;-6.714;4.272;4.578;0;0;0;53;17;-216;0;0;0;52.236547;20.935040;121.2;0.65;82.42;5/1;
23:14:22.22;100687.7;56.03;-0.006;0.357;0.931;-0.007;0.374;0.936;-1.831;-1.831;-0.610;-6.714;3.967;5.188;0;0;0;51;19;-212;0;0;0;52.236545;20.935042;121.2;0.65;83.61;5/1;
23:14:22.03;100687.5;56.04;-0.005;0.356;0.930;-0.006;0.374;0.936;-2.747;-1.831;-0.305;-7.019;3.662;4.578;0;0;0;53;19;-212;0;0;0;52.236545;20.935042;121.2;0.65;83.61;5/1;
23:14:23.83;100684.1;56.34;-0.005;0.356;0.930;-0.006;0.374;0.936;-2.747;-2.136;-0.916;-7.324;4.272;4.272;0;0;0;56;13;-213;0;0;0;52.236547;20.935045;121.2;0.64;83.08;5/1;
23:14:23.63;100683.0;56.43;-0.004;0.357;0.930;-0.007;0.374;0.936;-2.441;-1.831;-0.916;-6.104;4.578;4.272;0;0;0;51;21;-214;0;0;0;52.236547;20.935045;121.2;0.64;83.08;5/1;
23:14:23.44;100686.3;56.15;-0.005;0.356;0.930;-0.006;0.373;0.936;-2.136;-2.136;-0.916;-6.714;4.578;4.578;0;0;0;49;16;-215;0;0;0;52.236547;20.935047;121.2;0.64;82.38;5/1;
23:14:23.24;100682.0;56.53;-0.004;0.356;0.931;-0.007;0.373;0.936;-1.526;-1.526;-0.610;-6.714;4.272;4.883;0;0;0;50;14;-213;0;0;0;52.236547;20.935047;121.2;0.64;82.38;5/1;
23:14:23.05;100682.9;56.45;-0.005;0.356;0.930;-0.007;0.374;0.936;-2.441;-1.221;-0.610;-6.714;4.272;4.883;0;0;0;52;14;-219;0;0;0;52.236547;20.935050;121.2;0.64;82.77;5/1;
23:14:24.85;100688.9;55.92;-0.005;0.356;0.930;-0.007;0.374;0.935;-2.441;-1.831;-1.221;-6.409;4.272;4.578;0;0;0;50;19;-215;0;0;0;52.236547;20.935050;121.2;0.64;82.77;5/1;
23:14:24.65;100684.1;56.34;-0.006;0.356;0.931;-0.006;0.374;0.936;-2.441;-1.526;-0.610;-6.714;4.272;4.578;0;0;0;49;22;-215;0;0;0;52.236547;20.935052;121.2;0.64;83.46;5/1;
23:14:24.46;100681.4;56.58;-0.005;0.356;0.929;-0.006;0.374;0.935;-2.441;-1.221;-0.916;-6.409;3.662;4.272;0;0;0;48;16;-210;0;0;0;52.236547;20.935052;121.2;0.64;83.92;5/1;
23:14:24.26;100686.5;56.13;-0.005;0.356;0.930;-0.007;0.374;0.936;-2.441;-1.526;-0.916;-6.409;5.188;4.883;0;0;0;50;16;-218;0;0;0;52.236548;20.935055;121.2;0.64;82.45;5/1;
23:14:24.07;100685.8;56.20;-0.005;0.356;0.931;-0.007;0.373;0.935;-2.441;-1.831;-0.916;-6.409;4.272;4.272;0;0;0;49;19;-216;0;0;0;52.236548;20.935055;121.2;0.64;82.45;5/1;
23:14:25.87;100688.7;55.94;-0.005;0.356;0.930;-0.007;0.374;0.935;-2.441;-1.831;-0.610;-6.409;3.967;4.578;0;0;0;51;19;-217;0;0;0;52.236548;20.935058;121.2;0.64;82.22;6/1;
23:14:25.67;100681.3;56.59;-0.005;0.357;0.931;-0.006;0.374;0.935;-1.831;-1.221;-0.916;-6.714;3.967;4.578;0;0;0;51;15;-217;0;0;0;52.236548;20.935058;121.2;0.64;82.22;5/1;
23:14:25.48;100686.5;56.13;-0.005;0.357;0.930;-0.007;0.374;0.935;-2.747;-1.526;-0.610;-6.714;3.967;4.883;0;0;0;50;16;-214;0;0;0;52.236550;20.935060;121.2;0.64;81.55;5/1;
23:14:25.28;100688.3;55.97;-0.004;0.356;0.930;-0.006;0.374;0.935;-2.441;-1.831;-0.916;-6.409;4.272;4.578;0;0;0;52;17;-218;0;0;0;52.236550;20.935062;121.2;0.64;81.55;5/1;
23:14:25.09;100684.8;56.29;-0.005;0.354;0.931;-0.006;0.374;0.935;-2.747;-1.221;-0.610;-6.714;3.357;4.578;0;0;0;50;16;-214;0;0;0;52.236550;20.935062;121.2;0.63;80.39;5/1;
23:14:26.89;100687.3;56.06;-0.006;0.356;0.929;-0.006;0.374;0.936;-1.831;-1.526;-0.916;-6.409;3.052;4.578;0;0;0;54;17;-213;0;0;0;52.236550;20.935062;121.2;0.63;80.39;5/1;
23:14:26.70;100684.8;56.29;-0.005;0.357;0.930;-0.006;0.374;0.935;-1.831;-1.831;0.000;-5.798;3.357;4.578;0;0;0;48;18;-214;0;0;0;52.236550;20.935063;121.2;0.62;79.94;5/1;
23:14:26.50;100682.2;56.51;-0.005;0.356;0.931;-0.007;0.374;0.936;-2.441;-1.526;-0.305;-6.714;4.272;4.272;0;0;0;51;16;-215;0;0;0;52.236550;20.935063;121.2;0.62;79.94;5/1;
23:14:26.30;100683.6;56.39;-0.005;0.357;0.930;-0.006;0.374;0.936;-2.747;-1.831;0.000;-6.714;3.967;4.578;0;0;0;49;15;-214;0;0;0;52.236552;20.935065;121.2;0.61;79.61;5/1;
23:14:26.10;100689.9;55.83;-0.004;0.357;0.931;-0.007;0.374;0.935;-2.136;-1.526;0.000;-6.409;3.967;4.883;0;0;0;54;19;-219;0;0;0;52.236552;20.935065;121.2;0.61;79.61;5/1;
23:14:27.91;100686.5;56.13;-0.005;0.357;0.931;-0.006;0.374;0.936;-2.441;-1.526;-0.916;-6.714;4.883;4.883;0;0;0;53;16;-214;0;0;0;52.236552;20.935065;121.2;0.60;78.23;5/1;
23:14:27.72;100683.8;56.37;-0.005;0.357;0.930;-0.007;0.374;0.935;-2.136;-1.526;-0.610;-7.019;4.578;4.272;0;0;0;51;16;-215;0;0;0;52.236552;20.935065;121.2;0.60;78.23;5/1;
23:14:27.52;100684.7;56.29;-0.005;0.356;0.931;-0.007;0.374;0.935;-2.136;-1.831;-0.305;-6.409;4.272;4.272;0;0;0;48;16;-215;0;0;0;52.236553;20.935067;121.2;0.58;75.74;5/1;
23:14:27.32;100687.3;56.06;-0.005;0.357;0.929;-0.006;0.374;0.935;-2.747;-1.526;-0.610;-6.714;4.578;5.188;0;0;0;48;19;-216;0;0;0;52.236553;20.935065;121.2;0.57;73.76;5/1;
23:14:27.12;100682.2;56.51;-0.005;0.355;0.932;-0.006;0.374;0.935;-2.441;-1.526;-0.610;-5.798;3.967;4.578;0;0;0;45;16;-219;0;0;0;52.236553;20.935065;121.2;0.56;73.03;5/1;
23:14:28.93;100682.5;56.48;-0.006;0.356;0.931;-0.006;0.374;0.936;-2.441;-1.526;-0.305;-6.714;3.967;4.272;0;0;0;49;17;-216;0;0;0;52.236553;20.935065;121.2;0.56;72.42;5/1;
23:14:28.74;100686.1;56.17;-0.006;0.356;0.930;-0.006;0.374;0.936;-2.136;-1.526;-0.305;-7.019;4.883;4.578;0;0;0;51;18;-213;0;0;0;52.236553;20.935065;121.2;0.55;71.26;5/1;
23:14:28.54;100683.0;56.43;-0.005;0.356;0.931;-0.007;0.374;0.935;-2.136;-1.221;-0.305;-6.714;4.272;4.578;0;0;0;47;21;-216;0;0;0;52.236553;20.935065;121.2;0.54;70.05;5/1;
23:14:28.34;100682.2;56.51;-0.005;0.355;0.930;-0.007;0.374;0.935;-2.441;-1.221;-0.916;-6.714;3.967;4.578;0;0;0;48;18;-212;0;0;0;52.236555;20.935065;121.2;0.53;69.40;5/1;
23:14:28.14;100683.6;56.39;-0.004;0.356;0.929;-0.007;0.374;0.935;-2.441;-1.831;-0.610;-6.104;3.967;5.188;0;0;0;49;14;-215;0;0;0;52.236555;20.935065;121.2;0.53;69.40;5/1;
23:14:29.95;100688.5;55.95;-0.005;0.356;0.930;-0.006;0.374;0.935;-1.526;-1.526;-0.610;-6.714;5.188;4.578;0;0;0;47;19;-214;0;0;0;52.236555;20.935065;121.2;0.51;68.24;5/1;
23:14:29.76;100684.1;56.34;-0.004;0.356;0.931;-0.006;0.374;0.935;-2.136;-1.221;0.000;-7.324;4.578;4.578;0;0;0;51;17;-217;0;0;0;52.236555;20.935065;121.2;0.51;68.24;5/1;
23:14:29.56;100687.3;56.06;-0.004;0.357;0.931;-0.007;0.374;0.935;-2.136;-1.831;-0.916;-6.104;4.272;4.578;0;0;0;47;19;-216;0;0;0;52.236555;20.935067;121.2;0.50;67.13;5/1;
23:14:29.36;100681.4;56.58;-0.006;0.356;0.931;-0.006;0.374;0.935;-2.441;-1.526;-0.610;-6.714;4.272;4.578;0;0;0;50;17;-215;0;0;0;52.236553;20.935067;121.1;0.50;66.61;5/1;
23:14:29.17;100685.5;56.21;-0.004;0.356;0.929;-0.007;0.374;0.936;-2.136;-1.526;-0.305;-6.714;3.967;4.578;0;0;0;54;18;-216;0;0;0;52.236553;20.935067;121.1;0.49;66.32;5/1;
23:14:30.97;100684.5;56.31;-0.005;0.356;0.931;-0.006;0.374;0.935;-2.747;-1.831;-0.610;-6.409;3.052;4.578;0;0;0;48;15;-212;0;0;0;52.236553;20.935067;121.1;0.49;66.15;5/1;
23:14:30.78;100683.0;56.43;-0.006;0.356;0.930;-0.006;0.374;0.936;-2.441;-1.831;-0.610;-7.019;4.578;4.578;0;0;0;51;14;-213;0;0;0;52.236553;20.935067;121.1;0.49;66.20;5/1;
23:14:30.58;100684.3;56.32;-0.004;0.356;0.930;-0.006;0.374;0.935;-2.747;-1.526;-0.305;-6.714;4.272;4.883;0;0;0;44;14;-213;0;0;0;52.236552;20.935067;121.1;0.48;67.05;5/1;
23:14:30.38;100689.8;55.84;-0.005;0.356;0.930;-0.006;0.374;0.936;-2.136;-1.526;-0.305;-6.714;3.662;4.883;0;0;0;51;16;-212;0;0;0;52.236552;20.935068;121.1;0.48;67.80;5/1;
23:14:30.19;100685.7;56.20;-0.004;0.356;0.930;-0.006;0.374;0.935;-2.441;-1.221;-0.305;-6.104;3.357;4.578;0;0;0;48;17;-214;0;0;0;52.236552;20.935068;121.1;0.48;67.80;5/1;
23:14:31.99;100682.5;56.48;-0.005;0.357;0.930;-0.006;0.374;0.935;-1.831;-1.831;-0.305;-6.409;4.272;4.578;0;0;0;54;16;-219;0;0;0;52.236550;20.935068;121.1;0.47;68.24;5/1;
23:14:31.80;100688.3;55.97;-0.004;0.356;0.931;-0.006;0.374;0.935;-2.441;-1.221;-0.610;-6.409;3.967;4.272;0;0;0;50;14;-216;0;0;0;52.236550;20.935068;121.1;0.47;68.60;5/1;
